"Propeller_Name";"Blade_Name";"Propeller_Brand";"Number of Blades";"Propeller_Diameter";"Propeller_Pitch";"Advanced_Ratio_Input";"RPM_Rotation_Input";"Thrust_Coefficient_Output";"Power_Coefficient_Output";"Efficiency_Output"
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.165;4000;0.0993;0.0539;0.304
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.214;4000;0.0947;0.0543;0.374
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.255;4000;0.0916;0.0548;0.427
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.301;4000;0.0847;0.054;0.473
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.34;4000;0.0796;0.053;0.511
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.4;4000;0.0718;0.0504;0.57
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.438;4000;0.0659;0.0481;0.602
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.483;4000;0.0583;0.0451;0.625
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.531;4000;0.0497;0.041;0.644
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.567;4000;0.043;0.0372;0.655
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.615;4000;0.0336;0.0318;0.648
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.664;4000;0.0252;0.0265;0.632
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.705;4000;0.0172;0.0217;0.561
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.753;4000;0.0091;0.0162;0.424
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.79;4000;0.0025;0.0118;0.165
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.134;5004;0.1035;0.0523;0.264
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.169;5004;0.1016;0.0536;0.321
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.205;5004;0.0984;0.0538;0.375
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.239;5004;0.0953;0.054;0.422
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.278;5004;0.0909;0.0542;0.466
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.311;5004;0.0872;0.0538;0.503
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.346;5004;0.0823;0.0534;0.534
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.382;5004;0.0765;0.0514;0.569
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.421;5004;0.0711;0.05;0.598
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.453;5004;0.0662;0.0481;0.624
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.495;5004;0.0599;0.0459;0.645
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.527;5004;0.0537;0.0426;0.665
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.562;5004;0.0474;0.0394;0.675
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.603;5004;0.0393;0.0355;0.667
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.623;5004;0.0353;0.0331;0.664
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.665;5004;0.0264;0.0274;0.639
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.705;5004;0.019;0.0226;0.594
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.108;5986;0.1073;0.0516;0.225
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.138;5986;0.1054;0.0521;0.28
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.169;5986;0.1034;0.0524;0.333
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.2;5986;0.1012;0.053;0.381
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.232;5986;0.0985;0.0534;0.427
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.262;5986;0.0954;0.0536;0.466
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.291;5986;0.0919;0.0536;0.499
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.322;5986;0.0885;0.0534;0.533
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.35;5986;0.085;0.0529;0.562
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.381;5986;0.0809;0.0521;0.591
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.408;5986;0.0771;0.0511;0.615
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.437;5986;0.0729;0.0499;0.638
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.468;5986;0.0675;0.0481;0.657
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.492;5986;0.0636;0.0466;0.672
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.522;5986;0.0579;0.0443;0.683
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.548;5986;0.0532;0.0422;0.69
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.585;5986;0.0459;0.0385;0.699
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.491;6009;0.0637;0.0467;0.67
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.524;6009;0.058;0.0444;0.684
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.557;6009;0.0519;0.0416;0.695
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.578;6009;0.0478;0.0393;0.702
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.612;6009;0.0411;0.0359;0.701
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.633;6009;0.0361;0.0337;0.679
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.669;6009;0.0284;0.029;0.655
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.697;6009;0.0224;0.025;0.626
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.728;6009;0.0153;0.0207;0.539
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.757;6009;0.0093;0.0167;0.422
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.786;6009;0.0034;0.0122;0.215
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.817;6009;-0.0023;0.0087;-0.219
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.096;6928;0.109;0.051;0.204
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.121;6928;0.1076;0.0513;0.254
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.145;6928;0.106;0.0517;0.297
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.169;6928;0.1045;0.0521;0.339
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.197;6928;0.1025;0.0525;0.385
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.224;6928;0.1002;0.0527;0.425
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.25;6928;0.098;0.053;0.461
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.276;6928;0.0954;0.0532;0.494
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.301;6928;0.0925;0.053;0.526
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.326;6928;0.0899;0.0529;0.554
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.352;6928;0.0868;0.0526;0.581
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.377;6928;0.0833;0.052;0.604
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.405;6928;0.0793;0.0512;0.628
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.427;6928;0.0762;0.0504;0.646
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.456;6928;0.0716;0.0492;0.664
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.479;6928;0.0674;0.0478;0.676
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.503;6928;0.0637;0.0464;0.691
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.423;6914;0.0765;0.0507;0.639
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.453;6914;0.0721;0.0494;0.662
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.48;6914;0.068;0.0481;0.678
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.501;6914;0.0646;0.047;0.69
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.535;6914;0.0579;0.0443;0.699
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.556;6914;0.0543;0.0427;0.707
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.578;6914;0.0501;0.0408;0.71
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.611;6914;0.0432;0.0373;0.707
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.635;6914;0.0388;0.0349;0.704
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.664;6914;0.0322;0.0316;0.677
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.684;6914;0.0276;0.0284;0.664
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.707;6914;0.0229;0.0257;0.63
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.735;6914;0.016;0.0213;0.554
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.76;6914;0.0106;0.018;0.448
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.785;6914;0.0047;0.0144;0.257
"ance 8.5x6.0 - 2";"ance 8.5x6.0";"ance";2;8.5;6;0.818;6914;-0.0019;0.0099;-0.16
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.162;4008;0.1128;0.0606;0.301
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.209;4008;0.1101;0.0611;0.376
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.253;4008;0.1063;0.0613;0.439
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.297;4008;0.1014;0.0613;0.492
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.34;4008;0.0959;0.0607;0.538
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.389;4008;0.0898;0.0597;0.585
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.433;4008;0.0838;0.0585;0.619
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.485;4008;0.0736;0.0556;0.642
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.518;4008;0.0668;0.0529;0.654
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.57;4008;0.0562;0.0478;0.671
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.613;4008;0.047;0.0428;0.672
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.658;4008;0.0373;0.0373;0.659
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.688;4008;0.0321;0.0336;0.657
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.75;4008;0.0201;0.0271;0.558
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.783;4008;0.014;0.024;0.456
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.835;4008;0.0053;0.0165;0.269
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.876;4008;-0.0029;0.0115;-0.223
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.134;5000;0.1133;0.0592;0.256
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.171;5000;0.1111;0.0595;0.318
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.204;5000;0.1087;0.06;0.37
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.237;5000;0.106;0.0602;0.418
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.275;5000;0.103;0.0609;0.466
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.314;5000;0.0989;0.0605;0.514
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.346;5000;0.0952;0.0605;0.545
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.382;5000;0.0906;0.0595;0.582
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.416;5000;0.0856;0.0583;0.611
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.449;5000;0.0812;0.0582;0.627
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.488;5000;0.0754;0.0569;0.647
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.52;5000;0.0701;0.054;0.675
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.56;5000;0.062;0.0505;0.687
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.595;5000;0.0542;0.0466;0.692
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.628;5000;0.0462;0.0424;0.685
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.665;5000;0.0384;0.0381;0.67
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.693;5000;0.0326;0.0345;0.655
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.586;5001;0.0566;0.0466;0.711
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.627;5001;0.0473;0.0419;0.708
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.659;5001;0.0402;0.0373;0.712
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.696;5001;0.0318;0.0322;0.687
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.73;5001;0.0251;0.0279;0.657
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.764;5001;0.0183;0.0246;0.568
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.798;5001;0.0128;0.0203;0.502
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.841;5001;0.0057;0.0157;0.305
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.875;5001;-0.0009;0.0103;-0.077
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.109;5998;0.1158;0.058;0.218
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.138;5998;0.1146;0.0585;0.271
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.17;5998;0.1127;0.0591;0.324
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.197;5998;0.1109;0.0593;0.369
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.231;5998;0.1082;0.0596;0.419
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.258;5998;0.1058;0.0601;0.455
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.29;5998;0.1026;0.0601;0.495
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.317;5998;0.1001;0.0601;0.528
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.348;5998;0.0965;0.0597;0.563
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.376;5998;0.0929;0.0595;0.587
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.405;5998;0.0893;0.0589;0.615
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.433;5998;0.0852;0.0583;0.633
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.457;5998;0.0818;0.0573;0.652
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.491;5998;0.0767;0.0561;0.671
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.523;5998;0.0717;0.0543;0.69
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.55;5998;0.0669;0.0525;0.701
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.583;5998;0.0604;0.0496;0.709
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.483;6009;0.0788;0.0561;0.678
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.52;6009;0.0725;0.0541;0.697
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.548;6009;0.0677;0.0521;0.712
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.581;6009;0.0615;0.0495;0.721
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.604;6009;0.0567;0.0472;0.724
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.638;6009;0.0484;0.0429;0.719
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.66;6009;0.0435;0.04;0.716
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.692;6009;0.0362;0.0357;0.702
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.719;6009;0.0289;0.031;0.67
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.754;6009;0.0224;0.0269;0.627
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.79;6009;0.0145;0.0221;0.519
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.815;6009;0.01;0.0188;0.432
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.844;6009;0.0046;0.0148;0.261
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.874;6009;-0.0013;0.0108;-0.106
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.096;6800;0.1198;0.0579;0.198
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.12;6800;0.1184;0.0582;0.245
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.146;6800;0.1166;0.0585;0.292
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.172;6800;0.115;0.0589;0.336
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.199;6800;0.1131;0.0592;0.38
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.227;6800;0.1112;0.0598;0.422
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.253;6800;0.1086;0.0598;0.459
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.279;6800;0.1061;0.0599;0.494
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.306;6800;0.1037;0.0601;0.527
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.333;6800;0.1009;0.06;0.56
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.356;6800;0.0969;0.0593;0.582
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.383;6800;0.0953;0.0596;0.612
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.409;6800;0.0912;0.059;0.633
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.435;6800;0.0878;0.0585;0.652
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.459;6800;0.0837;0.0576;0.667
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.483;6800;0.08;0.0567;0.682
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.507;6800;0.0759;0.0557;0.691
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.428;6819;0.0883;0.0586;0.645
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.454;6819;0.0847;0.058;0.663
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.478;6819;0.0806;0.0569;0.677
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.513;6819;0.0754;0.0554;0.699
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.536;6819;0.0716;0.054;0.711
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.558;6819;0.0679;0.0526;0.721
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.587;6819;0.0619;0.0503;0.723
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.614;6819;0.0568;0.0477;0.73
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.636;6819;0.0516;0.0452;0.726
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.666;6819;0.0445;0.0414;0.715
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.69;6819;0.0391;0.038;0.71
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.72;6819;0.0321;0.0339;0.682
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.74;6819;0.0274;0.0312;0.649
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.77;6819;0.0204;0.0266;0.591
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.791;6819;0.016;0.0236;0.538
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.82;6819;0.0093;0.0192;0.398
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.847;6819;0.0043;0.0154;0.237
"ance 8.5x7.0 - 2";"ance 8.5x7.0";"ance";2;8.5;7;0.874;6819;-0.0015;0.0115;-0.114
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.151;4004;0.0699;0.0364;0.29
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.191;4004;0.0643;0.0354;0.347
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.236;4004;0.058;0.0338;0.404
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.276;4004;0.052;0.032;0.448
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.325;4004;0.046;0.0304;0.493
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.361;4004;0.0408;0.0286;0.513
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.409;4004;0.0323;0.0255;0.518
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.444;4004;0.0265;0.0229;0.513
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.486;4004;0.0194;0.0197;0.478
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.524;4004;0.0132;0.0169;0.409
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.573;4004;0.0041;0.013;0.181
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.61;4004;-0.0019;0.01;-0.118
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.649;4004;-0.0099;0.0066;-0.979
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.121;5007;0.0787;0.0374;0.256
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.152;5007;0.0743;0.0369;0.306
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.187;5007;0.0691;0.0362;0.357
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.218;5007;0.0645;0.0354;0.397
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.25;5007;0.0586;0.0342;0.429
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.287;5007;0.053;0.0327;0.466
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.32;5007;0.0479;0.0312;0.491
"apc29ff 9.0x4.0 - 2";"apc29ff 9.0x4.0";"apc29ff";2;9.0;4;0.35;5007;0.0434;0.0297;0.51
